Name,Food Source,Sample Size ,Biological Sample , Analytic Procedure  ,Literature name 
 fatty acid 16:0 ," brown and red algae, macroalgal diets ", - ," foot tissue, hepatopancreas/gonad tissues, larvae ", - , ID3153 
 fatty acid 16:0 , - , - ," HeLa cells, 3T3 fibroblasts ", - , ID3241 
 fatty acid 16:0 ," Cod liver oil, Flaxseed oil "," n=6 (diet), n=3 (time-0), n=6 (week 8) "," liver, muscle ", - , ID329 
 Fatty acid 16:0 ," beef tallow, choice white grease ", - , - , - , ID331 
 fatty acid 16:0 , - , - , - , - , ID3374 
 fatty acid 16:0 ," TetraMin®, Spirulina ", - , Chironomus tissues , - , ID415 
 Fatty acid 16:0 , - , - ," Plasma, HDL, LDL, Erythrocytes, Adipose tissue, Muscle, Retina ", - , ID4587 
 Fatty acid 16:0 , - , - , Serum , - , ID4913 
 fatty acid 16:0 , - , - , - , - , ID51 
 fatty acid 16:0 , - , - , - , - , ID520 
 fatty acid 16:0 , dinoflagellates , - , - , - , ID5489 
 fatty acid 16:0 , - , - , - , - , ID552 
 fatty acid 16:0 , - , - , - , - , ID577 
 fatty acid 16:0 , - , - , - , - , ID659 
 fatty acid 16:0 ," Euphausia pacifica, Thysanoessa spinifera ", - , - , - , ID665 
 Fatty acid 16:0 ," Spanish sardine, Brown shrimp ", - , - , Gas chromatography after lipid extraction and transesterification , ID853 
 Fatty acid 16:1 n-7 (palmitoleic acid) , - , 12 individuals ," Plasma PL, CE, NEFA, TAG ", - , ID561 
 fatty acid 16:1 n-7c , - , - , - , - , ID4967 
 fatty acid 16:1 n-7t , - , - , - , - , ID4967 
 fatty acid 16:1 n-7 , - , - ," HeLa cells, 3T3 fibroblasts ", - , ID3241 
 fatty acid 16:1(9) , diatoms , - , - , - , ID5489 
 fatty acid 16:1(n-5) , fishes , - , muscle tissues , - , ID577 
 fatty acid 16:1(n-7)c , - , - ," Foot tissue, Hepatopancreas/Gonad tissue, Larvae ", - , ID3153 
 fatty acid 16:1(n-7) , diatoms , - , - , - , ID1436 
 fatty acid 16:1(n-7) , - , - , muscle tissues , - , ID577 
 Fatty acid 16:1(n-7) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 16:1(n-9) , - , - , - , - , ID1436 
 fatty acid 16:1(n-9) , fishes , - , - , - , ID577 
 fatty acid 16:1013t ," D. antarctica, E. radiata, Ulva sp. ", - , - , - , ID1437 
 fatty acid 16:105c ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., Bellorchestia quoyana ", 3 replicates , - , - , ID1437 
 fatty acid 16:107c ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., Bellorchestia quoyana ", - , - , - , ID1437 
 fatty acid 16:109c ," Durvillaea antarctica, Ecklonia radiata, Ulva sp. ", - , - , - , ID1437 
 fatty acid 16:1n-11 , Calanus sp. , - , - , - , ID1970 
 fatty acid 16:1n-11 , - , - , - , - , ID520 
 fatty acid 16:1n-5 , - , - , - , - , ID520 
 fatty acid 16:1n-7c , diatoms , - , - , - , ID552 
 fatty acid 16:1n-7 ," haddock, whiting, flatfish, herring, sardine, mackerel, sandeel (large and small) ", - ," Plasma, muscle, adipose tissue ", - , ID1663 
 fatty acid 16:1n-7 , - , - ," subcutaneous, intraabdominal, nose, front paw, hind paw, tail base, tail tip ", - , ID187 
 fatty acid 16:1n-7 ," decapods shrimps, starfish, brittle stars ", - , - , - , ID1970 
 fatty acid 16:1n-7 ," Cod liver oil diet, Flaxseed oil diet ", - , - , - , ID329 
 fatty acid 16:1n-7 , - , - , - , - , ID3374 
 fatty acid 16:1n-7 , diatoms , - , - , - , ID415 
 Fatty acid 16:1n-7 , - , - , Serum , - , ID4913 
 fatty acid 16:1n-7 ," Bloodworm, Copepod, Daphnia, Mysis, Tubifex ", - , - , - , ID51 
 fatty acid 16:1n-7 , - , - , - , - , ID520 
 fatty acid 16:1n-7 , diatoms , - , - , - , ID659 
 fatty acid 16:1n-7 , diatom , - , - , - , ID665 
 fatty acid 16:1n-9 , - , - , - , - , ID187 
 fatty acid 16:1n-9 ," linseed oil, corn oil ", - , Whole-body fatty acid composition of juvenile Nile tilapia , - , ID3374 
 Fatty acid 16:1n-9 , - , - , - , - , ID4913 
 fatty acid 16:1n-9 ," Bloodworm, Copepod, Daphnia, Mysis, Tubifex ", - , - , - , ID51 
 fatty acid 16:1n-9 , - , - , - , - , ID520 
 fatty acid 16:1 , - , - , - ," gas chromatography (GC), boron-trifluoride-catalyzed methylation method ", ID1889 
 Fatty acid 16:1 , - , - , - , - , ID2030 
 fatty acid 16:1 ," MIX), saturated fatty acid supplement (87% C16:0 + 10% C18:0; SFA); fatty acid supplement (58% C16:0 + 28% cis-9 C18:1 ", - , muscle (longissimus thoracis) , - , ID2253 
 Fatty acid 16:1 , low linoleic acid (15 g/kg) diets , - , - , - , ID331 
 fatty acid 16:1omega13 ," macroalgal species (Ulva sp., Caulerpa filiformis, Codium extricatum, Sargassum heterophyllum, Gelidium pristoides, Gelidium enterobium, Hypnea spicifera, Plocamium corallorhiza, Corallina sp.) ", - , - , - , ID1905 
 fatty acid 16:1omega5 , Suspended Particulate Matter , - , - , - , ID1905 
 fatty acid 16:1omega5 , Stenotrophomonas maltophilia , - , - , - , ID307 
 fatty acid 16:1omega7 ," diatoms, rotifers enriched on diatoms, cryptomonads ", - , - , - , ID1532 
 fatty acid 16:1omega7 ," diatoms, copepods feeding on diatoms ", - , - , - , ID1563 
 fatty acid 16:1omega7 , diatoms , - , - , - , ID1662 
 fatty acid 16:1omega7 ," diatoms, mussel tissue ", - ," Suspended Particulate Matter, mussel tissue ", - , ID1905 
 fatty acid 16:1omega7 , Stenotrophomonas maltophilia , - , Collembola , - , ID307 
 fatty acid 16:1omega9 , cyanobacteria , - , - , - , ID1563 
 fatty acid 16:2(n-4) , - , - , - , - , ID1436 
 Fatty acid 16:2(n-4) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 16:2n-4 , fish (pelagic diet group) , - , - , - , ID1970 
 fatty acid 16:2n-4 ," Cod liver oil, Flaxseed oil ", - , - , GC-FID , ID329 
 fatty acid 16:2n-4 , - , - , - , - , ID520 
 fatty acid 16:2n-4 ," Euphausia pacifica, Thysanoessa spinifera ", - , - , - , ID665 
 fatty acid 16:2n-6 , - , - , - , - , ID520 
 fatty acid 16:2omega4 , diatoms , - , - , mass spectrometry , ID1563 
 fatty acid 16:2omega4 , - , - , - , - , ID1662 
 fatty acid 16:3(n-4) , - , - ," microplankton, copepods ", - , ID1436 
 Fatty acid 16:3(n-4) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 16:3n-4 , - , - , - , - , ID520 
 fatty acid 16:3omega3 , G. rufa , - , muscle tissue , - , ID1662 
 fatty acid 16:3omega4 , diatoms , - , - , FAME 19:0 as internal standard; Identification by retention time data and mass spectrometry , ID1563 
 fatty acid 16:3omega4 ," macroalgae, suspended particulate matter, Perna perna ", - , - , - , ID1905 
 fatty acid 16:4(n-1) , diatoms , - , - , - , ID1436 
 fatty acid 16:4(n-3) , - , - , - , - , ID1436 
 fatty acid 16:4n-1 , - , - , - , - , ID520 
 fatty acid 16:4n-1 ," Euphausia pacifica, Thysanoessa spinifera ", - , - , - , ID665 
 fatty acid 16:4n-3 , - , - , - , - , ID520 
 fatty acid 16:4 , krill , - , - , - , ID552 
 Fatty acid 17:0 (heptadecanoic acid) , dairy fat , - ," adipose tissue, plasma ", - , ID561 
 fatty acid 17:0 iso , - , - , - , - , ID520 
 fatty acid 17:0 , bacteria , - ," microplankton, Oithona similis, Oithona frigida ", - , ID1436 
 fatty acid 17:0 , - , - , - , - , ID1905 
 fatty acid 17:0 , - , - , - , - , ID1970 
 Fatty acid 17:0 , - , - , - , - , ID198 
 Fatty acid 17:0 , bacteria , - , - , - , ID220 
 fatty acid 17:0 , - , - , longissimus thoracis muscle , - , ID2253 
 fatty acid 17:0 , - , - , - , - , ID3153 
 Fatty acid 17:0 , milk products , - , - , - , ID4913 
 fatty acid 17:0 , - , - , - , - , ID51 
 fatty acid 17:0 , - , - , - , - , ID520 
 fatty acid 17:0 , - , - , - , - , ID577 
 fatty acid 17:0 , Bacterial , - , - , - , ID659 
 Fatty acid 17:0 ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 17:1 n-9c , - , - , - , - , ID4967 
 fatty acid 17:1(n-7) , - , - , muscle tissues , - , ID577 
 fatty acid 17:1n-7 , bacterial contributions to diet (suggested) , - , tissue (spat) , - , ID659 
 fatty acid 17:1n-8 , - , 16 subjects , fat tissues , - , ID187 
 fatty acid 17:1n-9 ," Bloodworm, Copepod, Daphnia, Mysis, Tubifex ", - , - , - , ID51 
 fatty acid 17:1 , - , - , - , - , ID520 
 Fatty acid 18:0 (stearic acid) , - , - ," Adipose tissue, Plasma NEFA, Plasma TAG, Plasma Phospholipids, Erythrocyte Phospholipids, Platelet Phospholipids, Plasma Cholesteryl Esters, Total Plasma Fatty Acids ", - , ID561 
 fatty acid 18:0 , - , - , - , - , ID1436 
 fatty acid 18:0 ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., Bellorchestia quoyana ", - , - , GC-IRMS , ID1437 
 fatty acid 18:0 ," diatoms, cryptomonads, dinoflagellates, thraustochytrids, rotifers, Artemia ", - , - , - , ID1532 
 fatty acid 18:0 , - , - , - , - , ID1662 
 fatty acid 18:0 ," demersal and pelagic fish species (haddock, whiting, flatfish, herring, sardine, mackerel, large sandeel, small sandeel) ", - ," Plasma, muscle, adipose tissue ", - , ID1663 
 fatty acid 18:0 , - , - , adipose tissues , - , ID187 
 stearic acid , soybeans , - , - , - , ID1889 
 fatty acid 18:0 ," Macroalgae (Ulva sp., Caulerpa filiformis, Codium extricatum, etc.), Perna perna ", - , - , - , ID1905 
 fatty acid 18:0 , - , - , - , - , ID1970 
 Fatty acid 18:0 , - , - ," 1,2-diacylglycerol; Phosphatidylinositol; Thoracic aorta phosphatidylcholine; Thoracic aorta phosphatidylethanolamine ", - , ID2030 
 fatty acid 18:0 , - , - , - , - , ID307 
 fatty acid 18:0 , - , - ," foot tissues, hepatopancreas/gonad tissues, larvae ", - , ID3153 
 fatty acid 18:0 , - , - ," HeLa cells, 3T3 fibroblasts ", - , ID3241 
 fatty acid 18:0 , - , - , - , - , ID329 
 Fatty acid 18:0 ," beef tallow, choice white grease ", - , - , - , ID331 
 fatty acid 18:0 , - , - , - , - , ID3374 
 fatty acid 18:0 , - , - , - , - , ID415 
 Fatty acid 18:0 , - , - ," Plasma, Adipose tissue, Muscle, Erythrocytes, Retina, Kidney ", - , ID4587 
 Fatty acid 18:0 , Non-vegetarians , - , Serum , - , ID4913 
 fatty acid 18:0 ," Lake trout diets: Bloodworm, Copepod, Daphnia, Mysis, Tubifex; Round goby diets: Bloodworm, Mysis; Yellow perch diets: Bloodworm, Mysis ", - , - , - , ID51 
 fatty acid 18:0 , - , - , - , - , ID520 
 fatty acid 18:0 , dinoflagellates , - , - , - , ID5489 
 fatty acid 18:0 , krill lipids , - , - , - , ID552 
 fatty acid 18:0 , - , - , - , - , ID577 
 fatty acid 18:0 , - , - , - , - , ID659 
 fatty acid 18:0 , - , - , - , - , ID665 
 Fatty acid 18:0 ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 Fatty acid 18:1 (n9) , - , - ," TG tissue, Plasma, HDL, LDL, FL ", - , ID4587 
 Fatty acid 18:1 n-9 (oleic acid) , - , 175 subjects ," Plasma Cholesteryl Esters, Adipose Tissue TAG, Plasma NEFA, Plasma TAG, Plasma Phospholipids, Erythrocyte Phospholipids, Platelet Phospholipids, Total Plasma Fatty Acids ", - , ID561 
 Fatty acid 18:1 n-9t (elaidic acid) , - , - ," Platelet phospholipids, Plasma TAG ", - , ID561 
 fatty acid 18:1 n-9 , - , - ," HeLa cells, 3T3 fibroblasts ", - , ID3241 
 fatty acid 18:1(11) , dinoflagellates , - , - , - , ID5489 
 fatty acid 18:1(n-12) , fishes , - , muscle tissues , - , ID577 
 fatty acid 18:1(n-5) , fishes , - , muscle tissues , - , ID577 
 fatty acid 18:1(n-7)c ," E. menziesii, U. lobata ", - ," Foot tissue, Hepatopancreas/Gonad tissue, Larvae ", - , ID3153 
 fatty acid 18:1(n-7) , diatoms , - , - , - , ID1436 
 fatty acid 18:1(n-7) , - , - , muscle tissues , - , ID577 
 Fatty acid 18:1(n-7) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 18:1(n-9)c , - , - ," Foot tissue, Hepatopancreas/Gonad tissue, Larvae ", - , ID3153 
 fatty acid 18:1(n-9) , - , - , - , - , ID1436 
 fatty acid 18:1(n-9) , - , - , - , - , ID577 
 Fatty acid 18:1(n-9) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 18:105c ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., B. quoyana ", - , - , - , ID1437 
 fatty acid 18:107c ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., Bellorchestia quoyana ", - , - , - , ID1437 
 fatty acid 18:107t ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., B. quoyana (sandhoppers) ", - , - , - , ID1437 
 fatty acid 18:1omega9c ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., Bellorchestia quoyana ", - , - , - , ID1437 
 fatty acid 18:1n-11 ," pelagic fish (e.g., herring, mackerel) ", - , cod liver , - , ID1970 
 fatty acid 18:1n-7c , - , - , - , - , ID552 
 fatty acid 18:1n-7 ," demersal fish, terrestrial diet ", - ," Plasma, Muscle, Adipose tissue ", PCA Analysis , ID1663 
 fatty acid 18:1n-7 , - ," n=5 (diet), n=16 (fat tissues) "," Diet, Subcutaneous, Intraabdominal, Nose, Front paw, Hind paw, Tail base, Tail tip ", - , ID187 
 fatty acid 18:1n-7 ," shrimps, crabs ", - , - , - , ID1970 
 Fatty acid 18:1n-7 , - , - , - , - , ID2030 
 fatty acid 18:1n-7 , - , - ," liver, muscle ", - , ID329 
 fatty acid 18:1n-7 , - , - , - , - , ID3374 
 Fatty acid 18:1n-7 , - , - , Serum , - , ID4913 
 fatty acid 18:1n-7 ," Lake trout diets, Round goby diets, Yellow perch diets ", - , - , - , ID51 
 fatty acid 18:1n-7 , - , - , - , - , ID520 
 fatty acid 18:1n-7 , - , - , - , - , ID659 
 fatty acid 18:1n-7 ," Euphausia pacifica, Thysanoessa spinifera ", - , - , - , ID665 
 fatty acid 18:1n-9c , - , - , - , - , ID552 
 fatty acid 18:1n-9 ," demersal and pelagic fish species (haddock, whiting, flatfish, herring, sardine, mackerel, sandeel) ", - ," Plasma, Muscle, Adipose tissue ", - , ID1663 
 fatty acid 18:1n-9 , - , - ," subcutaneous, intraabdominal fat ", - , ID187 
 fatty acid 18:1n-9 ," Rapeseed oil, salmon waste pellets, commercial feeds ", - , - , - , ID1970 
 Fatty acid 18:1n-9 , - , - ," 1,2-diacylglycerol; Phosphatidylinositol; Thoracic aorta phosphatidylcholine; Thoracic aorta phosphatidylethanolamine ", - , ID2030 
 fatty acid 18:1n-9 ," Cod liver oil diet, Flaxseed oil diet ", - ," liver, muscle ", - , ID329 
 fatty acid 18:1n-9 , - , - , Whole-body , - , ID3374 
 fatty acid 18:1n-9 , TetraMin® , - , - , - , ID415 
 Fatty acid 18:1n-9 , - , - , Serum , - , ID4913 
 fatty acid 18:1n-9 ," Bloodworm, Copepod, Daphnia, Mysis, Tubifex ", - , - , - , ID51 
 fatty acid 18:1n-9 , - , - , - , - , ID520 
 fatty acid 18:1n-9 ," Tisochrysis lutea, D. lutheri ", - , - , - , ID659 
 fatty acid 18:1n-9 ," Euphausia pacifica, Thysanoessa spinifera ", - , - , - , ID665 
 fatty acid 18:1n9c , yellow soybeans , - , - , - , ID1889 
 Fatty acid 18:1 , - , - , - , - , ID331 
 fatty acid 18:1omega7 ," Diatoms, Cryptomonads, Dinoflagellates, Thraustochytrids, Rotifers, Artemia ", - , - , - , ID1532 
 fatty acid 18:1omega7 ," Ulva sp., Caulerpa filiformis, Codium extricatum, Sargassum heterophyllum, Gelidium pristoides, Hypnea spicifera, Corallina sp., suspended particulate matter (SPM), Perna perna ", - , - , - , ID1905 
 fatty acid 18:1omega7 , Stenotrophomonas maltophilia , - , - , - , ID307 
 fatty acid 18:1omega9 ," cryptomonads, zooplankton ", - , - , - , ID1532 
 fatty acid 18:1omega9 ," cyanobacteria, diatoms, green algae ", - , - , - , ID1563 
 fatty acid 18:1omega9 ," Garra rufa, Cyprinus carpio, freshwater fish species ", - , - , - , ID1662 
 fatty acid 18:1omega9 ," Ulva sp., Caulerpa filiformis, Codium extricatum, Sargassum heterophyllum, Gelidium pristoides, Gelidium enterobium, Hypnea spicifera, Plocamium corallorhiza, Corallina sp., Perna perna (mussel tissue) ", - , - , - , ID1905 
 fatty acid 18:1omega9 ," Leaves of T. europaea, Collembola fed T. europaea, C. globosum, B. amyloliquefaciens, S. maltophilia ", - , - , - , ID307 
 Fatty acid 18:2 (n-6) linoleic acid ," Leche materna, LPF (with soy or canola oil), fórmulas lácteas (inicio/continuación) ", - , - , - , ID3788 
 Fatty acid 18:2 (n-6) , - , - , - , - , ID1156 
 Fatty acid 18:2 (n-6) ," Corn oil, Soybean oil ", 300 growing pigs , - , - , ID331 
 fatty acid 18:2 (n-6) , - , - , - , - , ID959 
 Fatty acid 18:2 (n6) , - , - , - , - , ID4587 
 Fatty acid 18:2 n-6 (linoleic acid) , - , - ," Adipose tissue TAG, Plasma NEFA, Plasma TAG, Plasma total PL, Erythrocyte PL, Plasma CE, Total plasma fatty acids ", - , ID561 
 fatty acid 18:2 n-6tc , - , 153 participants , - , - , ID4967 
 fatty acid 18:2 n-6 , - , - , - , chromatographic separation , ID3241 
" fatty acid 18:2(9,12) "," sponges (A. aerophoba, D. avara) ", - , - , - , ID5489 
 fatty acid 18:2(n-3) , - , - , - , - , ID577 
 fatty acid 18:2(n-5) , - , - , - , - , ID577 
 fatty acid 18:2(n-6) , - , - , - , - , ID1436 
 fatty acid 18:2(n-6) ," E. menziesii, C. canaliculatus, U. lobata, Composite, Starved ", - ," Foot tissues, Gonad/hepatopancreas tissues, Larvae ", - , ID3153 
 fatty acid 18:2(n-6) , mesopelagic fish species , - , muscle tissues , - , ID577 
 Fatty acid 18:2(n-6) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 18:206 ," Durvillaea antarctica, Ecklonia radiata, Ulva sp. ", - , - , - , ID1437 
 Fatty acid 18:2n-6 (LA) , - , - , Red blood cells (RBCs) , - , ID4913 
 fatty acid 18:2n-6 , Cladophora sp. , - , - , - , ID1377 
 fatty acid 18:2n-6 , pelagic fish , - , Plasma , - , ID1663 
 fatty acid 18:2n-6 , - , 16 subjects , fat tissues , - , ID187 
 fatty acid 18:2n-6 ," salmon waste pellet, commercial feeds, rapeseed oil ", - ," liver, ovary, testis, muscle ", - , ID1970 
 Fatty acid 18:2n-6 , - , - , - , - , ID2030 
 fatty acid 18:2n-6 ," terrestrial plant oil (TPO), flaxseed oil ", - ," Cod liver, Cod muscle, Pollock liver, Pollock muscle ", - , ID329 
 fatty acid 18:2n-6 , - , - , - , - , ID3374 
 fatty acid 18:2n-6 , - , - , - , - , ID415 
 fatty acid 18:2n-6 ," Lake trout, Round goby, Yellow perch ", - , - , - , ID51 
 fatty acid 18:2n-6 , - , - , - , - , ID520 
 fatty acid 18:2n-6 , - , - , - , - , ID552 
 fatty acid 18:2n-6 ," Tisochrysis lutea, D. lutheri ", - , - , - , ID659 
 fatty acid 18:2n-6 ," Euphausia pacifica, Thysanoessa spinifera ", - , - , - , ID665 
 Fatty acid 18:2n6 (LIN) , - , - , - , - , ID220 
 fatty acid 18:2n6c , soybean , - , - , - , ID1889 
 fatty acid 18:2omega6 ," freshwater algae, terrestrial sources ", - , - , - , ID1662 
" fatty acid 18:2omega6,9 "," fungal feeders, leaf litter, T. europaea, C. globosum ", - , - , - , ID307 
 fatty acid 18:2omega6 ," Rotifers, Artemia, phytoplankton diets ", - , - , - , ID1532 
 fatty acid 18:2omega6 , cyanobacteria; green algae , - , - , - , ID1563 
 fatty acid 18:2omega6 , terrestrial plants , - , - , - , ID1662 
 fatty acid 18:2omega6 , - , - ," SPM, mussel tissue (Perna perna) ", - , ID1905 
 Fatty acid 18:3 (n-3) linolenic acid ," Breast milk, LPF (soybean or canola oil), Starter formulas, Follow-up formulas ", - , - , - , ID3788 
 Fatty acid 18:3 (n-3) , - , - , - ," Calibration curves using Nu-Chek mixed FA standards, methyl tricosanoate, and GLC463 ", ID1156 
 fatty acid 18:3 (n-3) , linseed oil , - , - , - , ID1585 
 Fatty acid 18:3 (n-3) , Algae , - , - , - , ID198 
 fatty acid 18:3 (n-3) , - , - , - , - , ID2077 
 Fatty acid 18:3 (n-3) , flaxseed oil , 300 growing pigs , - , gas chromatograph with fatty acid standards , ID331 
 Fatty acid 18:3 (n-3) , Walnuts , - , - , - , ID369 
 fatty acid 18:3 (n-3) , - , - ," Serum, Red blood cell ", - , ID4092 
 fatty acid 18:3 (n-3) , linseed oil , - , - , - , ID959 
 Fatty acid 18:3 (n3) , Vegetables , - , - , - , ID4587 
 Fatty acid 18:3 n-3 (alpha-linolenic acid) , Flaxseed oil , - ," Plasma total lipids, Platelet PL ", - , ID561 
 fatty acid 18:3 n-3 , - , - , HeLa cell samples , PCA analysis , ID3241 
 fatty acid 18:3(n-3) , - , - , - , - , ID1436 
 fatty acid 18:3(n-3) , - , - ," foot tissues, gonad/hepatopancreas tissues, larvae ", - , ID3153 
 fatty acid 18:3(n-3) , - , - , muscle tissues , - , ID577 
 Fatty acid 18:3(n-3) ," Spanish sardine, brown shrimp ", - , - , - , ID853 
 Fatty acid 18:3(n-4) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 18:3(n-6) , - , - , - , - , ID1436 
 fatty acid 18:3(n-6) , Haliotis fulgens , - , - , - , ID3153 
 Fatty acid 18:3(n-6) ," Spanish sardine, brown shrimp ", - , - , - , ID853 
 fatty acid 18:3omega3 ," Ecklonia radiata, Ulva sp. ", - , - , - , ID1437 
 Fatty acid 18:3n-3 , rapeseed oil , - , Serum , - , ID4913 
 fatty acid 18:3n-3 ," pelagic fish (e.g., mackerel, herring) ", - , Plasma , - , ID1663 
 fatty acid 18:3n-3 , - , - , - , - , ID187 
 fatty acid 18:3n-3 ," Rapeseed oil, salmon waste pellets, commercial feeds ", - ," Liver, gonads, muscle ", - , ID1970 
 Fatty acid 18:3n-3 , - , - , - , - , ID2030 
 fatty acid 18:3n-3 , SFA diet , - , Longissimus Thoracis Muscle , - , ID2253 
 fatty acid 18:3n-3 , terrestrial plant oil (TPO) , - ," liver, muscle ", - , ID329 
 fatty acid 18:3n-3 ," linseed oil, corn oil ", - , Whole-body , - , ID3374 
 fatty acid 18:3n-3 , - , - , - , - , ID415 
 fatty acid 18:3n-3 , - , - , - , - , ID51 
 fatty acid 18:3n-3 , - , - , - , - , ID520 
 fatty acid 18:3n-3 , - , - , - , - , ID552 
 fatty acid 18:3n-3 , - , - , dry tissue , - , ID659 
 fatty acid 18:3n-3 ," Euphausia pacifica, Thysanoessa spinifera ", - , - , - , ID665 
 fatty acid 18:3n-6 ," benthic diet (e.g., crabs, shrimps) ", - , - , - , ID1970 
 fatty acid 18:3n-6 , Spirulina , - , Chironomus tissues , - , ID415 
 Fatty acid 18:3n-6 , - , - , - , - , ID4913 
 fatty acid 18:3n-6 , - , - , - , - , ID520 
 fatty acid 18:3n-6 , - , - , - , - , ID659 
 Fatty acid 18:3n3 (ALA) , - , - , - , - , ID220 
 fatty acid 18:3n3 , yellow soybeans , - , - , - , ID1889 
 fatty acid 18:3omega3 ," terrestrial plants, freshwater herbivorous Cypriniformes (e.g., G. rufa) ", - , - , - , ID1662 
 fatty acid 18:3omega3 ," microalgae, cyanobacteria (Cylindrospermum stagnale, L. foveolarum) ", - , - , - , ID1563 
 fatty acid 18:3omega3 ," terrestrial plants, freshwater herbivorous Cypriniformes (e.g., G. rufa) ", - , - , - , ID1662 
 fatty acid 18:3omega3 , - , - , - , - , ID1905 
 fatty acid 18:3omega6 ," cryptomonads, diatoms, Artemia ", - , - , - , ID1532 
 fatty acid 18:3omega6 ," Freshwater fish prey (e.g., containing ARA, DHA, EPA) ", - , - , - , ID1662 
 Fatty acid 18:4 (n-3) , - , - , - , - , ID1156 
" fatty acid 18:4(6,9,12,15) ", - , - , - , - , ID5489 
 fatty acid 18:4(n-3) , flagellates , - , - , - , ID1436 
 fatty acid 18:4(n-3) , Haliotis fulgens , - ," Foot, gonad/hepatopancreas, larvae ", - , ID3153 
 fatty acid 18:4(n-3) , dinoflagellates , - , muscle tissues , - , ID577 
 Fatty acid 18:4(n-3) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 18:4omega3 ," E. radiata, Ulva sp. ", - , - , - , ID1437 
 fatty acid 18:4n-1 ," cod (pelagic diet group, characterized by high levels of Calanus sp.-derived fatty acid trophic markers) ", - , - , Cluster Analysis of Fatty Acid Profiles , ID1970 
 fatty acid 18:4n-1 , - , - , - , - , ID520 
 fatty acid 18:4n-3 ," demersal fish, pelagic fish ", - ," Plasma, muscle, adipose tissue ", - , ID1663 
 fatty acid 18:4n-3 , pelagic diet group (Calanus sp. or other zooplankton sources) , - , - , - , ID1970 
 fatty acid 18:4n-3 ," Cod liver oil, Flaxseed oil ", - , - , - , ID329 
 fatty acid 18:4n-3 , Spirulina , - , - , - , ID415 
 fatty acid 18:4n-3 ," Bloodworm, Copepod, Daphnia, Mysis, Tubifex ", - , - , - , ID51 
 fatty acid 18:4n-3 , - , - , - , - , ID520 
 fatty acid 18:4n-3 , flagellate biomarkers (krill) , - ," triacylglycerols, phospholipids ", - , ID552 
 fatty acid 18:4n-3 , dinoflagellate , - , - , - , ID665 
 fatty acid 18:4omega3 ," cryptomonads, dinoflagellates ", - , - , - , ID1532 
 fatty acid 18:4omega3 , - , - , - , - , ID1563 
 fatty acid 18:4omega3 , - , - , - , - , ID1662 
 fatty acid 18:4omega3 , Perna perna , n=5 , - , - , ID1905 
 fatty acid 18:5(n-3) , microplankton (dinoflagellates) , - , - , - , ID1436 
 fatty acid 18:5omega3 , dinoflagellates , - , - , - , ID1532 
 fatty acid 19:0 , - , - , muscle tissues , - , ID577 
 fatty acid 19:1(n-9) , - , - , - , - , ID577 
 fatty acid 20:0 , - , - , - , - , ID1436 
 fatty acid 20:0 ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., Bellorchestia quoyana (sandhoppers) ", - , - , - , ID1437 
 fatty acid 20:0 , - , - , - , - , ID1889 
 fatty acid 20:0 ," macroalgae, suspended particulate matter (SPM) ", - , - , - , ID1905 
 fatty acid 20:0 , - , - , - , - , ID1970 
 Fatty acid 20:0 , - , - , - , - , ID2030 
 Fatty acid 20:0 , submersed macrophytes , - , - , - , ID220 
 fatty acid 20:0 , - , - , - , - , ID577 
 fatty acid 20:0 , - , - , dry tissue , - , ID659 
 fatty acid 20:1 n-9c , - , 153 participants , - , - , ID4967 
 fatty acid 20:1(n-11) , - , - , muscle tissues , - , ID577 
 fatty acid 20:1(n-7)c ," E. menziesii, C. canaliculatus, U. lobata, composite diet, starved abalone ", - ," Foot tissue, Hepatopancreas/Gonad tissue, Larvae ", - , ID3153 
 fatty acid 20:1(n-7) , - , - , - , - , ID577 
 fatty acid 20:1(n-9)c , - , - ," Foot Tissue, Hepatopancreas/Gonad Tissue, Larvae ", - , ID3153 
 fatty acid 20:1(n-9) , - , - , - , - , ID1436 
 fatty acid 20:1(n-9) , zooplankton (copepods) , - , muscle tissues , - , ID577 
 Fatty acid 20:1(n-9) ," Spanish sardine, brown shrimp ", - , - , - , ID853 
