Biomarker Name,Food Source,Biological Sample,Analytic Procedure,Literature name
p-cresol,-,"urine, feces, fecal samples",-,PMC12411739
p-cresol,MedDiet,urine,-,PMC6356665b
p-cresol,-,-,-,PMC7916842
p-cresol,amino acid fermentation; carbohydrate intakes; dietary protein; meat,faeces,-,PMC6499751
p-cresyl sulfate,-,-,-,ID3101
p-cresol,"proteins, animal proteins",-,-,PMC9319073
p-cresyl sulfate,tyrosine/phenylalanine,-,-,ID3917
p-cresyl sulfate,-,-,-,PMC10385089
p-cresyl sulfate,tyrosine,urine,LC-MS/MS,PMC12345674
p-cresyl sulfate,-,"urine, feces",-,PMC12411739
p-cresyl sulfate,tyrosine,urine,ultra-performance liquid chromatography with tandem mass spectrometry,PMC12607497
p-cresyl sulfate,"plant-based diet, vegan diet, very low-protein diet, protein restriction",-,-,PMC5452174
p-cresyl sulfate,-,-,-,PMC7603051b
p-cresyl sulfate,-,serum,-,PMC8023193
p-cresyl sulfate,-,-,-,PMC9455659
p-cresyl-glucuronide,-,-,-,ID3733
p-cresyl-sulfate,-,urine,-,ID1539
p-cresyl,phenylalanine and tyrosine from the diet,-,-,ID3733
p-cymene,different culinary herbs applied for taste and as antimicrobial agent in sausages,-,-,ID1022
p-cymene,grass diet; pasture feeding,-,-,ID2279
p-ethyl phenol,-,-,-,ID694
p-cymene,garlic,-,-,ID3167
p-ethylphenol,genistein,urine,-,ID1406
p-HPEA-EDA,-,-,-,PMC5644282
p-Hydroxybenzoic acid,-,-,-,ID3740
p-hydroxybenzaldehyde,"WL diets, HPWL diets",faeces,-,PMC6499751
p-hydroxybenzoic,Citrus species,-,-,PMC8510114
p-hydroxyhippuric acid,-,urine,-,PMC10627333
p-hydroxyphenylacetate,-,-,-,ID1001
p-Hydroxyphenylacetate,flavan-3-ols from almond skin,human urine,-,ID1717
p-hydroxyphenylacetate,vegetarian diet,-,-,ID303
p-hydroxyphenylacetate,vegetarian diet,urine,-,ID4131
p-hydroxyphenylacetate,-,-,-,ID855
p-hydroxyphenylacetate,vegetarian diet,urine,-,ID4751
p-hydroxyphenylacetate,-,-,-,ID971
p-Hydroxyphenylacetate,Vegetarian diet,Urine,1HNMR,ID900
p-hydroxyphenylacetate,low-meat diet; vegetarian diet,-,OPLS discriminant analysis,PMC2690728
p-Hydroxyphenylacetate,Vegetarian diet,-,-,PMC6356665
p-hydroxyphenylacetic acid,vegetarian,-,-,ID2103
p-Hydroxyphenyllactic acid,Coffee,-,-,ID1234
p-menth-1-en-8-ol,-,-,-,PMC2899844
p-Menth-1-en-9-ol,-,-,-,ID4703
"p-Mentha-1(7),8(10)-dien-9-ol",-,-,-,ID4703
"p-Mentha-1(7),8-dien-2-ol",-,-,-,ID4703
"p-Mentha-1,3,8-triene",-,-,-,ID4703
"p-Menthane-1,2,8,9-tetrol 2-glucoside",-,-,-,PMC10808825
p-Methylhippuric acid,-,-,-,PMC9343475
"p-month-4(8)-ene-1,2-diol",Golden Berry,-,-,PMC10857591
p-nitrophenol,-,-,-,PMC10852399
p-toluric acid,kiwifruit,-,-,PMC12581342
P5P,-,-,-,ID2745
PABA,-,urine (24 h),PABA check method,ID180
PABA,-,urine (24 h),high performance liquid chromatography,PMC6083628
PABA,-,urine,-,PMC7019974
pacificusoside A,sea cucumber,-,"UV, IR, NMR, ESIMS/MS, HRESIMS, acid hydrolysis",ID5027
pacificusoside B,-,-,"IR (KBr), 1H and 13C NMR, (+) ESIMS/MS, (+) HRESIMS, (每)ESIMS/MS, (每)HRESIMS",ID5027
pacificusoside C,-,-,"IR, NMR, ESIMS/MS, HRESIMS, COSY, HSQC, HMBC, ROESY",ID5027
paeoniflorin,tree peony fruit,-,MS/MS MN,ID1883
Pallidol,-,-,-,ID3427
palmitate,-,serum and VLDL triglycerides,gas chromatography,ID1661
palmitate,"beef, eggs, dairy, saturated fat",serum,-,ID3409
palmitate,"ketogenic diet consisting of palmitate, myristate, laurate, caprate and phosphatidylcholine",embryo media,-,ID443
palmitate,-,"aortic explants, cultured human microvascular endothelial cells, HMECs, thoracic aorta, aortic tissue, vascular tissue, samples of aortic tissue",-,ID470
palmitate,-,-,-,ID730
palmitate,-,-,-,ID842
palmitate,"animal-based western diets, peanuts, tree nuts, soy-based margarine and oil, safflower oil, olive oil",plasma,-,PMC10317312
palmitate,dietary fats in Westernized cultures,serum,"GC-FID, TLC-FID",PMC10456680
palmitate,-,-,-,PMC5561591
palmitate,-,"plasma, urine",-,PMC5621665
palmitate,-,-,-,PMC5998778b
palmitelaidic acid,industrial foods,"serum phospholipid, erythrocyte membrane phospholipid",-,ID646
palmitate,"olive oil, sunflower oil, palm oil",plasma,-,PMC8384057
Palmitelaidic Acid,-,-,-,PMC6770493
palmitelaidic acid,"whole-fat dairy, butter, margarine",-,-,PMC5373010
palmitelaidic acid,dairy consumption,whole plasma,-,PMC6770493b
palmitelaidic acid,-,-,-,PMC8277434
palmitic acid,-,-,-,ID1059
palmitic acid,"Meat fats, Bovine milk fat",-,-,ID1126
palmitic acid,-,plasma,-,ID1149
palmitic acid,"dairy products, meat, hard margarines",-,-,ID1129
palmitic acid,-,-,-,ID1162
palmitic acid,"meat, SSB","plasma, RBCs, abdominal adipose tissue",-,ID1177
palmitic acid,-,-,-,ID1212
palmitic acid,-,-,-,ID1279
palmitic acid,total carbohydrate intake,-,-,ID1314
palmitic acid,-,-,-,ID1379
palmitic acid,corn oil,-,-,ID1518
palmitic acid,-,-,-,ID1622
palmitic acid,-,-,-,ID1630
palmitic acid,-,"muscle tissue, liver",-,ID1633
palmitic acid,human milk,large intestine contents,-,ID167
palmitic acid,-,-,-,ID1674
palmitic acid,-,-,-,ID1714
palmitic acid,-,-,-,ID1889
palmitic acid,-,plasma,-,ID1758
Palmitic acid,-,-,-,ID189
palmitic acid,MUFAs and saturated fatty acids (SFAs),plasma,-,ID1900
palmitic acid,-,-,-,ID1966
palmitic acid,-,-,-,ID1996
palmitic acid,-,-,-,ID2077
palmitic acid,-,RBC,-,ID2229
palmitic acid,"dietary fat, fat supplements, SFA diet","muscle, plasma",-,ID2253
palmitic acid,-,-,-,ID2313
palmitic acid,-,-,-,ID2483
palmitic acid,palmitic acid diet,-,-,ID2582
palmitic acid,-,-,-,ID2678
Palmitic acid,-,Serum,metabolomics analysis,ID2776
palmitic acid,-,chicken hepatocytes (LMH cells),-,ID2807
palmitic acid,-,plasma,PCA analysis,ID284
palmitic acid,-,-,-,ID2918
palmitic acid,Georgian hazelnuts,-,-,ID2917
palmitic acid,-,-,-,ID302
Palmitic acid,"ogi produced by the Goun procedure, human breast milk",-,Goun procedure,ID3110
palmitic acid,cabbage (Brassica rapa),-,-,ID3251
palmitic acid,"meat, butter, whole milk, and other dairy products",-,-,ID3262
palmitic acid,-,-,-,ID3374
Palmitic acid,-,-,-,ID3525
palmitic acid,-,plasma,-,ID3657
palmitic acid,-,-,-,ID3709
palmitic acid,-,"plasma TG, erythrocytes",-,ID383
palmitic acid,alcohol intake,plasma,-,ID392
palmitic acid,high fat diet,plasma,lipidomics,ID395
palmitic acid,"fat (breast milk, HFD)",plasma,-,ID4041
palmitic acid,-,-,-,ID408
palmitic acid,-,-,-,ID4235
palmitic acid,-,-,NMR spectroscopy,ID4364
palmitic acid,herring gull eggs,-,-,ID452
palmitic acid,-,-,-,ID4525
palmitic acid,-,plasma phospholipid,-,ID461
palmitic acid,-,-,1H spectra,ID4614
palmitic acid,-,-,desorption analysis,ID4736
palmitic acid,-,-,-,ID494
palmitic acid,'Cerato' and 'Curniciello' dry beans,-,-,ID4743
palmitic acid,-,-,-,ID5140
palmitic acid,-,Erythrocyte phospholipid,-,ID5277
palmitic acid,-,plasma phospholipid,-,ID534
palmitic acid,-,"cholesterol esters, plasma phospholipids",-,ID539
palmitic acid,-,plasma,-,ID555
palmitic acid,-,"plasma NEFA, adipose tissue, systemic NEFA pool, plasma total PL, erythrocyte total PL, plasma CE, platelet PL, adipose tissue TAG, plasma TAG, VLDL-TAG",-,ID561
palmitic acid,-,-,-,ID646
palmitic acid,Cocoa butter,-,-,ID728
palmitic acid,-,-,-,ID788
palmitic acid,palm oil,-,-,ID9
palmitic acid,-,BeWo cultures,untargeted LC-MS/MS,PMC10456680
palmitic acid,-,-,-,PMC10608872
palmitic acid,coffee,-,GC/MS,PMC10651463
palmitic acid,-,Plasma,-,PMC10776802
palmitic acid,fermented whole maize,-,-,PMC10776939
Palmitic acid,-,-,-,PMC10778572
palmitic acid,-,-,-,PMC10788194
palmitic acid,SSB,abdominal adipose tissue,-,PMC11406090
palmitic acid,-,-,-,PMC11544950
palmitic acid,"peppers, millets",-,-,PMC11767324
palmitic acid,P. thellungiana,-,-,PMC11847532
palmitic acid,dietary fats,-,-,PMC11920081b
palmitic acid,-,-,-,PMC11930598
palmitic acid,-,-,-,PMC12071813
palmitic acid,"palm fat, HIO, HPF",-,-,PMC12199502
palmitic acid,legumes,-,-,PMC12229569
palmitic acid,"dietary starch, sugar, protein, or alcohol",red blood cells,-,PMC12408540
palmitic acid,-,urine,ROC analysis,PMC12471545
palmitic acid,-,-,-,PMC12563271
palmitic acid,-,-,-,PMC12571982
palmitic acid,-,-,-,PMC2780985b
palmitic acid,-,RBC membrane,-,PMC2884331
palmitic acid,-,gut contents,GC,PMC3251646
palmitic acid,-,sebum,Metabolomics,PMC3700406
palmitic acid,-,serum,ESI- mode,PMC4286155
palmitic acid,-,-,-,PMC3763076
palmitic acid,-,-,-,PMC5373010
palmitic acid,total carbohydrate intake,-,-,PMC5445682
palmitic acid,-,-,-,PMC5624939
palmitic acid,-,"plasma, liver",-,PMC5624939b
palmitic acid,-,plasma,-,PMC6052719
palmitic acid,-,-,-,PMC6356665b
palmitic acid,organic meats,-,-,PMC6397420
palmitic acid,-,-,-,PMC6446318
palmitic acid,-,-,-,PMC6461718
palmitic acid,-,-,-,PMC6465680
palmitic acid,-,BEND cells,Cell Counting Kit-8,PMC6650895
Palmitic acid,-,-,-,PMC6682955
Palmitic Acid,-,-,-,PMC6770493
palmitic acid,-,"whole plasma, plasma fraction composed of triglycerides and free fatty acids, adipose tissue, plasma cholesteryl ester fraction, plasma phospholipid fraction",-,PMC6770493b
palmitic acid,Scenedesmus diet,serum PL,fatty acid composition,PMC6770930b
palmitic acid,-,serum,-,PMC6968861
palmitic acid,"fatty milk, sour milk, butter, soy products, vegetable margarine, fat-free milk, dietary intake of myristic acid, pentadecanoic acid, palmitic acid, heptadecanoic acid, stearic acid, palmitoleic acid, oleic acid, linoleic acid, 汐-linolenic acid, arachidic acid, vaccenic acid, conjugated linoleic acid",serum,-,PMC6860655
palmitic acid,-,-,-,PMC7160898
palmitic acid,-,-,-,PMC7569771b
palmitic acid,-,"serum phospholipids, serum cholesterol esters",-,PMC7972183
palmitic acid,-,-,-,PMC8199403
palmitic acid,-,-,-,PMC8277434
palmitic acid,high palmitic acid diet,serum,-,PMC8298483
palmitic acid,-,-,-,PMC9182888
palmitic acid,-,-,-,PMC9720343
palmitic acid,-,-,-,PMC9480494
palmitic amide,coffee beans,-,-,PMC10651463
palmitic acid,"meat, SSB","plasma, RBCs, abdominal adipose tissue",-,PMC9839995
palmitic,-,serum,-,ID1534
palmitic,-,plasma,-,PMC4310362
palmitoleate,-,livers,-,ID2880
palmitoleate,"peanuts, tree nuts, soy-based margarine and oil, safflower oil, olive oil",plasma,-,PMC10317312
palmitoleate,"beef, eggs, dairy, higher-fat beef and meats, whole eggs, full-fat dairy products (cheese, whole milk yogurt, cream, butter), leaner versions of beef, egg substitutes, low-fat dairy (reduced-fat dairy, skim milk, low-fat/non-fat yogurt), whole grain and relatively low glycemic index carbohydrate sources",serum,-,ID3409
palmitoleate,-,-,-,PMC4051875
palmitoleate,-,-,-,PMC10456680
palmitoleate,-,"plasma, urine",-,PMC5621665
palmitoleate,-,-,LC/MS,PMC5998778b
palmitoleate,-,-,-,PMC8634495
palmitoleic acid,-,-,-,ID1126
palmitoleic acid,-,-,LC-MS metabolomics platform and GC,ID1162
palmitoleic acid,"animal and dairy fat, meat, dairy products, hard margarines",serum cholesterol esters,-,ID1129
palmitoleic acid,meat,plasma,-,ID1177
palmitoleic acid,-,-,-,ID1212
palmitoleic acid,carbohydrate,"plasma triglycerides, cholesteryl esters, serum phospholipid",-,ID1314
palmitoleic acid,-,-,-,ID1379
palmitoleic acid,"butter, vegetable oils, meat fat",-,-,ID1397
palmitoleic acid,-,-,-,ID1496
palmitoleic acid,-,-,-,ID1536
palmitoleic acid,diatoms,microcrustaceans triacylglycerols (TAG),-,ID1563
palmitoleic acid,-,-,-,ID1630
palmitoleic acid,-,"muscle tissue, liver tissue",-,ID1633
palmitoleic acid,human milk,large intestine contents,-,ID167
palmitoleic acid,"low fat, high carbohydrate diet",plasma,-,ID1681
palmitoleic acid,-,-,boron-trifluoride-catalyzed methylation method,ID1889
Palmitoleic acid,-,-,-,ID189
palmitoleic acid,"aquatic insects, terrestrial insects, spiders",-,-,ID1966
palmitoleic acid,-,-,-,ID1996
palmitoleic acid,-,-,-,ID2483
palmitoleic acid,-,-,-,ID2313
palmitoleic acid,-,-,-,ID2678
palmitoleic acid,-,-,-,ID2582
palmitoleic acid,-,-,-,ID284
palmitoleic acid,-,plasma,-,ID2918
palmitoleic acid,-,-,-,ID302
palmitoleic acid,-,serum,-,ID3262
palmitoleic acid,-,-,-,ID3374
palmitoleic acid,-,"plasma PL, plasma CE, plasma TG, liver TG, liver PL, liver CE, adipose tissue TG",-,ID343
palmitoleic acid,-,-,-,ID383
palmitoleic acid,-,plasma,-,ID4041
palmitoleic acid,-,plasma,-,ID4247
palmitoleic acid,herring gull eggs,-,-,ID452
palmitoleic acid,"plant oils, marine oils",plasma,-,ID4651
palmitoleic acid,-,-,-,ID4732
palmitoleic acid,＆Curniciello＊ dry beans,-,-,ID4743
palmitoleic acid,-,-,-,ID494
palmitoleic acid,-,-,-,ID5247
palmitoleic acid,-,-,-,ID5277
palmitoleic acid,-,plasma phospholipid,-,ID534
palmitoleic acid,-,plasma phospholipids,ratio of FA product to precursor,ID555
palmitoleic acid,-,-,-,ID561
palmitoleic acid,-,-,-,ID646
palmitoleic acid,-,serum,-,ID78
palmitoleic acid,-,-,-,ID788
palmitoleic acid,-,-,-,PMC10146652
palmitoleic acid,-,-,-,PMC10608872
palmitoleic acid,-,-,-,PMC10788194
palmitoleic acid,-,-,-,PMC11930598
palmitoleic acid,"bakery products, cereals, red meat",plasma,-,PMC12145967
palmitoleic acid,-,-,-,PMC12229569
palmitoleic acid,"dietary starch, sugar, protein, or alcohol",red blood cells,-,PMC12408540
palmitoleic acid,-,-,-,PMC2780985b
palmitoleic acid,-,RBC,-,PMC2884331
palmitoleic acid,fresh ryegrass-derived cow dung,-,-,PMC3251646
palmitoleic acid,-,-,GC analysis with a 30 m column,PMC5373010
palmitoleic acid,dietary carbohydrate,plasma triglycerides and cholesteryl esters,-,PMC5445682
palmitoleic acid,-,plasma,-,PMC6052719
palmitoleic acid,organic foods,plasma,-,PMC6397420
palmitoleic acid,-,-,-,PMC6461718
Palmitoleic Acid,-,-,-,PMC6770493
palmitoleic acid,-,-,-,PMC6770493b
palmitoleic acid,20% Scenedesmus diet,serum,LC-MS,PMC6770930b
palmitoleic acid,-,-,-,PMC7160898
palmitoleic acid,CLA; arachidic acid; cow's milk-based formula; fat-free milk; fatty milk; heptadecanoic acid; linoleic acid; myristic acid; oleic acid; palmitic acid; palmitoleic acid; pentadecanoic acid; stearic acid; vaccenic acid; vegetable margarine; 汐-linolenic acid,serum,-,PMC6860655
palmitoleic acid,-,-,-,PMC8199403
palmitoleic acid,-,-,-,PMC8277434
palmitoleic acid,-,Free fatty acids,-,PMC9480494
palmitoleic acid,-,-,-,PMC9839987
palmitoleic acid,meat,plasma,-,PMC9839995
palmitoleic,-,plasma,-,PMC4310362
palmitoleoyl ethanolamide,-,-,endocannabinoid assay,ID2061
palmitoleoyl ethanolamide,-,-,-,PMC12303720
palmitoleoyl-linoleoyl-glycerol,-,-,-,PMC5998778b
palmitoleoylcarnitine (C16:1),-,-,-,PMC11600117b
Palmitoyl ethanolamide,-,serum,-,PMC12462253
palmitoyl ethanolamide,-,-,LC/MS Neg,PMC5998778b
palmitoyl sphingomyelin (d18:1/16:0),-,-,-,PMC11600117b
palmitoyl sphingomyelin,-,-,-,PMC4588459
palmitoyl sphingomyelin,-,-,-,PMC5998778b
palmitoyl-arachidonoyl-glycerophosphocholine,-,-,-,PMC6262854b
palmitoyl-carnitine,-,-,-,ID1747
palmitoyl-L-carnitine,breast meat,-,-,PMC12137320
palmitoyl-linolenoyl-glycerol,-,-,-,PMC5998778b
palmitoyl-linolenoylglycerol,Rice bran,plasma,-,ID354
palmitoyl-linoleoyl-glycerol,-,-,-,PMC5998778b
palmitoyl-linoleoyl-glycerophosphocholine,-,-,-,ID490
palmitoyl-linoleoyl-glycerophosphoinositol,-,-,-,ID490
palmitoyl-oleoyl-glycerol,-,-,LC/MS Pos Late,PMC5998778b
palmitoylcarnitine,rice bran,-,-,PMC10136752
palmitoylcarnitine,-,-,-,PMC11227203
palmitoylcarnitine,-,-,-,PMC7400847b
palmitoylcarnitine,-,serum,LC-MS/MS,PMC4227833
palmitoylcholine,-,-,-,PMC11600117b
palmitoylcholine,-,-,LC/MS Pos Late,PMC5998778b
palmitoylcholine,rice bran,plasma,-,PMC6687089
palmitoylethanolamide,-,-,-,PMC7437658
palythine,cyanobacteria and algae,-,-,PMC5403934
palythinol,cyanobacteria and algae,-,-,PMC5403934
PAL,"red quinoa, anthocyanins",-,-,ID3526
pamoic acid,-,-,-,ID1264
pantetheine,-,-,-,ID2597
pantetheine,-,-,-,ID3831
pantetheine,rice bran,fecal,-,PMC10136752
panthenol,-,-,-,PMC10733476
Panthotenate,-,-,-,ID1032
pantoic acid,-,-,-,PMC10673339
pantothenate (Vitamin B5),-,-,-,PMC11600117b
pantothenate,multivitamin supplement use,"serum, urine",-,ID1186
pantothenate,all food groups,-,-,ID1232
pantothenate,healthy dietary patterns,"serum, urine",-,ID1651
pantothenate,-,-,-,ID1754
pantothenate,-,-,Metabolon,ID293
pantothenate,-,-,-,ID3117
pantothenate,"dairy, potato",urine,-,ID339
pantothenate,-,-,-,ID3716
pantothenate,-,-,-,ID440
pantothenate,"total protein, animal protein",-,-,PMC10257224
pantothenate,-,-,-,PMC10262995
pantothenate,DASH diet,urine,-,PMC10262995b
pantothenate,multivitamins,serum,-,PMC10884612
pantothenate,-,-,-,PMC10900193
pantothenate,Multivitamins,serum,-,PMC4144099
pantothenate,-,-,-,PMC5621665b
pantothenate,"CP food, CS food, CSB food",-,-,PMC5998778
pantothenate,-,-,-,PMC5998778b
pantothenate,"total dairy intake, cream/butter, various dairy types, dairy intake",-,-,PMC7198289
pantothenate,low-fat dairy,-,-,PMC7779213
Pantothenate,healthy dietary patterns,"serum, urine",-,PMC8485904
pantothenate,multivitamins,-,-,PMC9003400
Pantothenic acid,-,-,-,ID1032
pantothenic acid,leguminous plants,-,-,ID1387
pantothenic acid,-,-,-,ID1479
pantothenic acid,-,-,-,ID1896
pantothenic acid,-,plasma,-,ID2745
pantothenic acid,LA supplementation,serum,metabolomic analysis,ID3100
pantothenic acid,-,-,-,ID3699
pantothenic acid,-,urine,microbioassay method using Lactobacillus plantarum ATCC 8014,ID3293
pantothenic acid,nondigestible resistant starch of dietary fibers,-,-,ID371
Pantothenic acid,"lettuce cultivars (fast-browning, SB)",-,statistical analysis,ID3954
pantothenic acid,avocado,-,reverse phase LC-MS,ID4490
pantothenic acid,-,-,-,ID4495
pantothenic acid,eggs,urine,-,ID4861
pantothenic acid,-,-,-,ID5544
pantothenic acid,-,-,-,ID76
pantothenic acid,-,-,-,PMC10733476
Pantothenic acid,-,-,-,PMC11475530
pantothenic acid,-,-,-,PMC11979912
pantothenic acid,"Pea starch, tapioca starch",-,-,PMC12281987
pantothenic acid,-,-,ESI,PMC12532643
pantothenic acid,-,urine,metabolomic analysis,PMC12654735
pantothenic acid,-,urine,-,PMC5539505
pantothenic acid,-,"plasma, urine",microbioassay method using Lactobacillus plantarum ATCC 8014,PMC4134006
pantothenic acid,Scenedesmus diet,urine,-,PMC6770930b
pantothenic acid,-,urine,-,PMC6446318
pantothenic acid,supplements,-,-,PMC7138659
pantothenic acid,EEN formula,urine,MS/MS,PMC8071482
pantothenic acid,-,-,-,PMC8584014
pantothenic acid,dairy products,-,-,PMC8634495
pantothenic acid,dairy products,urine,-,PMC8789316
pantothenic acid,animal-based foods and fungi,-,-,PMC9021190b
pantothenic acid,beers,-,-,PMC9629496
pantothenic acid,-,-,-,PMC9629496b
pantoyllactone glucoside,-,-,-,ID2719
PAP oligosaccharides,-,feces,-,ID3143
para-amino benzoate,-,-,-,ID1416
para-aminobenzoic acid,-,urine (24 h),-,PMC7198304
para-nitrophenol,high pesticide fruit and vegetable intake,urine,-,PMC5734986
paracetamol sulfate,-,-,-,PMC11416632
Paramethadione,-,-,-,PMC10778572
parathyroid hormone,vitamin D,-,-,ID5074
parathyroid hormone,-,-,-,PMC12162123
paraxanthine,Coffee,"spot urine, 24-hour urine",-,ID1001
Paraxanthine,-,-,-,ID1032
paraxanthine,coffee,serum,-,ID1186
paraxanthine,coffee,-,-,ID1197
paraxanthine,coffee,-,-,ID1713
paraxanthine,filtered coffee,plasma,-,ID1952
paraxanthine,energy drinks,-,-,ID2073
paraxanthine,-,-,-,ID248
paraxanthine,Caffeine,-,-,ID2588
paraxanthine,coffee,-,-,ID2963
paraxanthine,"chocolate, cocoa, coffee, tea",-,-,ID3198
paraxanthine,coffee,-,-,ID590
paraxanthine,Coffee,Serum; Urine,UPLC-MS/MS; UPLC-qTOF-MS,ID900
paraxanthine,-,-,-,ID917
paraxanthine,caffeinated coffee,-,-,ID958
paraxanthine,caffeine,"plasma, urine",-,PMC10317312
paraxanthine,-,Urine,high-performance liquid chromatography-polarity switching electrospray ionization-tandem quadrupole mass spectrometry,PMC10074169
paraxanthine,-,-,-,PMC10884612
paraxanthine,-,-,-,PMC11283393
paraxanthine,-,-,-,PMC11327204
paraxanthine,-,-,-,PMC11600117b
paraxanthine,"chocolate, cocoa, coffee, tea",-,-,PMC11602792
paraxanthine,-,-,-,PMC12295358
paraxanthine,-,-,-,PMC4051875
paraxanthine,Coffee,-,-,PMC4144099
paraxanthine,-,-,-,PMC6356665b
paraxanthine,coffee,-,-,PMC6790579
paraxanthine,coffee,-,-,PMC8634495
paromomycin i,-,-,-,ID1493
PAr,-,-,-,PMC11063666c
Patuletin 3-O-(2"-feruloylglucosyl)(1-6)-[apiosyl(1-2)]-glucoside,-,-,-,ID2953
Patuletin 3-O-glucosyl-(1-6)-[apiosyl(1-2)]-glucoside,-,-,-,ID3812
patuletin,Brassicaceae microgreens,-,-,ID3535
paullinic acid,-,-,-,PMC8852271
PA,-,-,-,PMC6356665b
PA,-,-,-,PMC11063666c
PC (16:0/22:6),total fish,-,-,PMC7600452
PC (18:0/18:1),-,-,Tandem mass spectrometry,ID3377
PC (31:3),-,-,-,ID2129
PC (31:0),"low-fat dairy, sodium, whole grains",-,-,PMC10892314
PC (32:1),-,-,-,ID2129
PC (35:1),-,-,-,ID2129
PC (35:2),human milk,-,-,PMC7400847b
PC (35:3),"low-fat dairy, sodium",-,-,PMC10892314
PC (36:3),-,-,-,ID2129
PC (36:4) C,fruits,-,-,PMC10892314
PC (36:5) B,DASH score,-,-,PMC10892314
PC (38:3),-,-,-,ID2129
PC (42:6),low-fat dairy,-,-,PMC10892314
PC (38:4) B,"low-fat dairy, sodium",-,-,PMC10892314
PC (p-16:0/20:4),poultry,-,-,PMC7600452
"PC 16:0, 20:2",-,serum,-,ID5089
PC 16:0/20:5,-,-,-,ID3763
PC 16:1/20:5,-,-,-,ID3763
PC 19:0/22:6,-,-,-,ID3763
PC 21:4/22:6,-,-,-,ID3763
PC 35:1,-,-,-,ID1032
PC 40:6,-,-,-,ID1032
PC aa C32:2,-,-,-,ID248
PC aa C34:4,dairy,-,-,ID967
PC aa C36:4,dairy,-,-,ID967
PC ae C30:0,-,Plasma,-,PMC12669329
PC ae C34:2,-,-,-,PMC12669329
PC ae C36:3,-,-,-,PMC12669329
PC ae C36:5,-,-,-,PMC12204033
PC ae C38:1,-,-,-,PMC12669329
PC ae C38:2,dairy,-,-,ID967
PC ae C42:2,-,-,-,PMC12669329
PC diacyl C38:6,-,-,-,PMC9182888
PC diacyl C40:4,-,-,-,PMC9182888
PC diacyl C42:0,-,-,-,PMC9182888
PC diacyl C42:2,-,-,-,PMC9182888
PC O-14:0/20:5,-,-,-,ID3763
PC O-15:0/22:5,-,-,-,ID3763
PC O-20:2/20:5,-,-,-,ID3763
PC ㄗP-18:1/20:3ㄘ,-,-,-,ID1717
"PC(16,0/0,0)",-,-,Pearson correlation analysis,PMC10808786
PC(31:0),-,-,-,PMC9106625
PC(33:0),-,-,-,PMC9106625
PC(33:1),C-diet,-,-,PMC9106625
PC(35:2),infant nutrition,-,-,PMC5272886
PC(36:6),diet quality,-,-,ID835
PC(O-34:1),-,-,-,ID1485
PC(O-44:5),-,-,-,ID1485
PC(P-18:0/20:4),Ex-diet,-,-,PMC9106625
PC(P-18:1(9Z)/16:0),-,-,-,PMC10709258
PC(P-20:4/18:0),Ex-diet,-,-,PMC9106625
PC(P-38:4),-,-,-,PMC9106625
PC(p-38:3)/PC(o-38:4)B,-,-,-,ID835
PC32:2(14:0/18:2),-,-,-,PMC7613865b
PC34:3(16:1/18:2),-,-,-,PMC7613865b
PC35:1(16:0/19:1),-,"serum, plasma",-,PMC7613865b
PCaaC36:1,dietary fat intake,-,-,ID1376
PCaaC38:4,dietary fat,-,-,ID1376
PCaaC36:2,dietary fat,-,-,ID1376
PCaaC40:4,dietary fat intake,-,-,ID1376
PCaaC40:5,-,-,-,PMC9182888
PCae36:1,-,-,-,ID1376
PCae36:3,dietary fat intake,-,-,ID1376
PCae36:4,meat and meat products,-,-,ID1376
PCae36:5,dietary fat,-,-,ID1376
PCae38:4,Milk and dairy products,-,-,ID1376
PCae38:5,dietary fat intake,-,-,ID1376
PCaeC36:2,"SFA intake, MUFA intake, dietary fat",-,-,ID931
PCaeC38:3,SFA intake,-,-,ID931
PCaeC42:3,-,-,-,PMC9182888
PCB-101,-,amphipods,-,ID1309
PCB-118,-,"amphipods, sediments",as described in Johansen et al. (2021) with adjustments for biotic samples,ID1309
PCB-138,-,"amphipods, sediments","as described in Johansen et al. (2021), with some adjustments for analysis of biotic samples",ID1309
PCB-153,-,-,-,ID1309
PCB-180,-,"amphipods, sediments",as described in Johansen et al. (2021) with adjustments for biotic samples,ID1309
PCB-28,-,amphipods,as described in Johansen et al. (2021) with adjustments for biotic samples,ID1309
PCB-52,-,sediments,-,ID1309
PCO32:0(16:0/16:0),-,-,-,ID2313
PCO34:1(16:1/18:0),-,-,-,ID2313
PCS-glucuronide,-,urine,-,PMC12607497
PC,"Oryza sativa rice grains, Camelina seed sections, meat subsections",-,MALDI imaging,ID2354
PE (p-16:0/20:4),-,Lipid,-,PMC7600452
PE (p-18:0/18:1),red meat,-,-,PMC7600452
PE (p-18:0/20:4),"Eggs, Red meat, Processed meat, Poultry",-,Lipid,PMC7600452
"PE 18:1,18.1",-,serum,-,ID5089
PE(16:0/20:2(11Z:14Z)),-,-,-,PMC12094940
PE(36:3),diet quality,-,-,ID835
"PE(TXB2/18:3 (6Z,9Z,12Z))",-,-,-,ID1493
PE034:3(16:1/18:2),-,serum,-,PMC7613865b
PE38:5(18:1/20:4),-,-,-,ID2313
PEaaC22:2,-,-,-,ID931
PEaaC36:1,"meat, fish, vegetable",-,"linear regression analysis, ROC analysis, Random Forest modelling",ID931
